Time,Temperature(C),Deviation(mK),Current(mA)
0.01:40:04.581,24,996,-4,29
0.01:40:05.718,24,995,-5,26
0.01:40:06.854,24,997,-3,28
0.01:40:08.007,24,997,-3,23
0.01:40:09.144,24,998,-2,27
0.01:40:10.281,24,998,-2,31
0.01:40:11.418,25,001,1,32
0.01:40:12.571,25,0,33
0.01:40:13.708,24,998,-2,28
0.01:40:14.844,25,004,4,31
0.01:40:15.981,25,002,2,28
0.01:40:17.134,24,999,-1,32
0.01:40:18.271,25,0,28
0.01:40:19.408,25,002,2,29
0.01:40:20.545,25,003,3,33
0.01:40:21.698,25,002,2,33
0.01:40:22.834,24,998,-2,32
0.01:40:23.971,24,998,-2,30
0.01:40:25.108,25,0,31
0.01:40:26.261,24,999,-1,31
0.01:40:27.398,25,002,2,34
0.01:40:28.535,25,001,1,32
0.01:40:29.671,25,001,1,34
0.01:40:30.824,24,999,-1,29
0.01:40:31.961,24,998,-2,27
0.01:40:33.097,24,998,-2,28
0.01:40:34.235,24,998,-2,29
0.01:40:35.388,24,998,-2,26
0.01:40:36.525,24,999,-1,25
0.01:40:37.662,25,001,1,28
0.01:40:38.798,24,999,-1,30
0.01:40:39.950,25,001,1,28
0.01:40:41.088,25,0,28
0.01:40:42.225,25,004,4,34
0.01:40:43.361,25,002,2,31
0.01:40:44.499,25,003,3,34
0.01:40:45.651,25,002,2,35
0.01:40:46.788,25,002,2,35
0.01:40:47.924,25,002,2,31
0.01:40:49.061,24,998,-2,26
0.01:40:50.215,25,001,1,35
0.01:40:51.352,25,0,30
0.01:40:52.488,25,001,1,32
0.01:40:53.625,25,001,1,30
0.01:40:54.777,24,999,-1,30
0.01:40:55.914,24,998,-2,29
0.01:40:57.052,25,001,1,31
0.01:40:58.188,24,999,-1,27
0.01:40:59.341,24,998,-2,28
0.01:41:00.478,24,996,-4,28
0.01:41:01.616,24,997,-3,29
0.01:41:02.751,25,002,2,27
0.01:41:03.904,24,997,-3,25
0.01:41:05.041,24,999,-1,32
0.01:41:06.178,24,997,-3,23
0.01:41:07.315,25,0,29
0.01:41:08.468,24,999,-1,24
0.01:41:09.604,24,999,-1,28
0.01:41:10.741,25,002,2,33
0.01:41:11.878,24,999,-1,28
0.01:41:13.031,25,002,2,27
0.01:41:14.168,25,0,28
0.01:41:15.305,24,996,-4,23
0.01:41:16.442,24,997,-3,23
0.01:41:17.595,25,0,21
0.01:41:18.731,25,001,1,29
0.01:41:19.868,25,002,2,26
0.01:41:21.005,25,003,3,25
0.01:41:22.158,25,003,3,32
0.01:41:23.295,25,003,3,29
0.01:41:24.432,25,001,1,28
0.01:41:25.568,24,999,-1,27
0.01:41:26.721,25,001,1,29
0.01:41:27.858,24,999,-1,26
0.01:41:28.995,24,997,-3,27
0.01:41:30.132,24,993,-7,24
0.01:41:31.285,24,999,-1,26
0.01:41:32.422,24,997,-3,21
0.01:41:33.558,24,997,-3,22
0.01:41:34.695,25,002,2,28
0.01:41:35.832,25,0,24
0.01:41:36.985,25,0,23
0.01:41:38.122,24,997,-3,22
0.01:41:39.259,24,998,-2,23
0.01:41:40.396,24,999,-1,22
0.01:41:41.548,25,003,3,25
0.01:41:42.685,24,999,-1,23
0.01:41:43.822,25,002,2,25
0.01:41:44.959,24,998,-2,26
0.01:41:46.112,24,999,-1,23
0.01:41:47.249,24,993,-7,21
0.01:41:48.385,24,999,-1,25
0.01:41:49.522,25,001,1,24
0.01:41:50.675,25,002,2,24
0.01:41:51.812,25,003,3,25
0.01:41:52.949,25,0,27
0.01:41:54.086,24,998,-2,23
0.01:41:55.239,24,994,-6,21
0.01:41:56.375,24,999,-1,22
0.01:41:57.512,25,0,23
0.01:41:58.649,25,002,2,27
0.01:41:59.802,25,001,1,27
0.01:42:00.939,25,002,2,25
0.01:42:02.076,24,999,-1,24
0.01:42:03.213,25,0,22
0.01:42:04.365,25,0,20
0.01:42:05.501,24,999,-1,21
0.01:42:06.639,24,998,-2,21
0.01:42:07.776,24,999,-1,22
0.01:42:08.928,25,001,1,23
0.01:42:10.065,25,0,19
0.01:42:11.202,24,999,-1,23
0.01:42:12.339,24,996,-4,19
0.01:42:13.492,24,999,-1,19
0.01:42:14.629,24,997,-3,21
0.01:42:15.766,24,999,-1,16
0.01:42:16.903,25,0,21
0.01:42:18.056,24,997,-3,17
0.01:42:19.192,24,998,-2,19
0.01:42:20.329,25,002,2,22
0.01:42:21.465,25,003,3,22
0.01:42:22.618,25,001,1,23
0.01:42:23.755,25,001,1,21
0.01:42:24.892,25,002,2,22
0.01:42:26.029,25,0,18
0.01:42:27.181,25,0,21
0.01:42:28.318,25,0,21
0.01:42:29.455,24,999,-1,20
0.01:42:30.592,25,002,2,21
0.01:42:31.745,24,999,-1,21
0.01:42:32.882,24,996,-4,22
0.01:42:34.019,24,999,-1,17
0.01:42:35.155,24,998,-2,13
0.01:42:36.308,25,0,20
0.01:42:37.445,24,997,-3,21
0.01:42:38.582,24,997,-3,9
0.01:42:39.735,24,998,-2,15
0.01:42:40.872,24,999,-1,12
0.01:42:42.008,25,001,1,9
0.01:42:43.145,24,998,-2,15
0.01:42:44.298,24,997,-3,11
0.01:42:45.435,24,996,-4,11
0.01:42:46.572,24,997,-3,13
0.01:42:47.709,24,998,-2,10
0.01:42:48.862,25,0,14
0.01:42:49.998,25,001,1,15
0.01:42:51.135,25,0,12
0.01:42:52.272,25,0,10
0.01:42:53.425,25,0,10
0.01:42:54.562,25,001,1,15
0.01:42:55.699,25,002,2,18
0.01:42:56.836,25,004,4,18
0.01:42:57.988,25,002,2,13
0.01:42:59.125,25,003,3,20
0.01:43:00.262,25,002,2,15
0.01:43:01.399,25,001,1,15
0.01:43:02.552,25,003,3,15
0.01:43:03.689,24,997,-3,15
0.01:43:04.825,25,0,17
0.01:43:05.962,25,0,13
0.01:43:07.115,25,0,15
0.01:43:08.252,24,999,-1,15
0.01:43:09.389,25,0,15
0.01:43:10.542,25,0,12
0.01:43:11.679,24,996,-4,10
0.01:43:12.815,24,997,-3,11
0.01:43:13.952,24,999,-1,6
0.01:43:15.105,24,997,-3,11
0.01:43:16.242,25,0,17
0.01:43:17.379,25,0,8
0.01:43:18.516,25,002,2,15
0.01:43:19.669,25,005,5,12
0.01:43:20.806,25,0,15
0.01:43:21.942,25,004,4,15
0.01:43:23.079,24,999,-1,18
0.01:43:24.232,24,997,-3,5
0.01:43:25.369,24,999,-1,12
0.01:43:26.506,25,0,12
0.01:43:27.643,24,997,-3,13
0.01:43:28.796,24,998,-2,13
0.01:43:29.932,25,0,8
0.01:43:31.069,24,996,-4,7
0.01:43:32.206,24,995,-5,2
0.01:43:33.359,24,998,-2,8
0.01:43:34.496,24,998,-2,9
0.01:43:35.633,24,995,-5,3
0.01:43:36.770,24,998,-2,2
0.01:43:37.921,24,999,-1,5
0.01:43:39.059,24,999,-1,7
0.01:43:40.196,25,0,10
0.01:43:41.333,24,999,-1,4
0.01:43:42.486,24,997,-3,4
0.01:43:43.623,25,001,1,5
0.01:43:44.759,25,0,4
0.01:43:45.896,24,998,-2,4
0.01:43:47.049,24,996,-4,7
0.01:43:48.186,24,999,-1,8
0.01:43:49.323,25,0,7
0.01:43:50.460,24,999,-1,3
0.01:43:51.613,25,0,7
0.01:43:52.748,24,999,-1,9
0.01:43:53.885,24,998,-2,7
0.01:43:55.022,25,002,2,10
0.01:43:56.175,24,999,-1,9
0.01:43:57.312,25,002,2,10
0.01:43:58.449,25,002,2,11
0.01:43:59.587,24,999,-1,10
0.01:44:00.738,24,998,-2,12
0.01:44:01.875,25,001,1,14
0.01:44:03.012,25,0,3
0.01:44:04.149,24,999,-1,7
0.01:44:05.382,25,002,2,11
0.01:44:06.536,25,001,1,10
0.01:44:07.672,25,0,13
0.01:44:08.808,25,001,1,6
0.01:44:09.945,25,001,1,12
0.01:44:11.098,25,0,7
0.01:44:12.235,25,001,1,6
0.01:44:13.372,24,997,-3,5
0.01:44:14.509,25,0,9
0.01:44:15.662,25,0,7
0.01:44:16.798,25,001,1,8
0.01:44:17.936,25,002,2,12
0.01:44:19.072,25,001,1,8
0.01:44:20.225,25,004,4,13
0.01:44:21.362,25,001,1,10
0.01:44:22.499,24,998,-2,7
0.01:44:23.636,24,998,-2,5
0.01:44:24.788,24,999,-1,7
0.01:44:25.925,24,998,-2,6
0.01:44:27.062,25,001,1,5
0.01:44:28.215,24,998,-2,7
0.01:44:29.352,24,998,-2,6
0.01:44:30.489,25,0,3
0.01:44:31.626,25,001,1,5
0.01:44:32.778,24,998,-2,4
0.01:44:33.915,25,001,1,8
0.01:44:35.052,24,996,-4,5
0.01:44:36.189,24,996,-4,1
0.01:44:37.342,24,999,-1,3
0.01:44:38.479,24,998,-2,4
0.01:44:39.616,25,0,5
0.01:44:40.752,25,001,1,4
0.01:44:41.905,25,0,3
0.01:44:43.042,25,003,3,4
0.01:44:44.179,24,997,-3,7
0.01:44:45.316,24,993,-7,0
0.01:44:46.469,24,998,-2,0
0.01:44:47.606,24,998,-2,0
0.01:44:48.742,25,0,1
0.01:44:49.895,25,001,1,0
0.01:44:51.032,25,001,1,3
0.01:44:52.169,25,004,4,5
0.01:44:53.306,25,002,2,6
0.01:44:54.459,25,004,4,3
0.01:44:55.596,25,003,3,10
0.01:44:56.732,24,996,-4,9
0.01:44:57.869,24,997,-3,3
0.01:44:59.022,24,997,-3,1
0.01:45:00.159,25,0,2
0.01:45:01.296,25,001,1,4
0.01:45:02.433,25,0,0
0.01:45:03.586,25,001,1,3
0.01:45:04.722,24,997,-3,1
0.01:45:05.859,24,998,-2,5
0.01:45:07.012,25,0,2
0.01:45:08.149,25,0,0
0.01:45:09.286,24,998,-2,4
0.01:45:10.423,24,999,-1,4
0.01:45:11.575,24,999,-1,3
0.01:45:12.712,25,0,3
0.01:45:13.849,25,001,1,3
0.01:45:14.986,25,002,2,0
0.01:45:16.139,25,001,1,4
0.01:45:17.275,25,005,5,8
0.01:45:18.413,25,005,5,9
0.01:45:19.549,25,004,4,13
0.01:45:20.702,24,999,-1,5
0.01:45:21.838,25,0,7
0.01:45:22.975,25,003,3,9
0.01:45:24.129,24,998,-2,4
0.01:45:25.266,24,999,-1,4
0.01:45:26.402,25,0,4
0.01:45:27.538,24,999,-1,6
0.01:45:28.691,24,999,-1,4
0.01:45:29.829,25,0,6
0.01:45:30.966,25,0,1
0.01:45:32.102,24,998,-2,2
0.01:45:33.255,25,0,4
0.01:45:34.392,25,002,2,6
0.01:45:35.528,25,002,2,7
0.01:45:36.666,25,003,3,10
0.01:45:37.818,25,0,7
0.01:45:38.955,25,0,5
0.01:45:40.092,25,001,1,7
0.01:45:41.229,25,002,2,10
0.01:45:42.382,25,0,10
0.01:45:43.518,25,001,1,7
0.01:45:44.656,25,0,10
0.01:45:45.792,24,999,-1,5
0.01:45:46.945,25,001,1,6
0.01:45:48.082,24,997,-3,4
0.01:45:49.219,24,999,-1,3
0.01:45:50.372,24,999,-1,2
0.01:45:51.508,24,999,-1,4
0.01:45:52.645,25,0,2
0.01:45:53.782,25,004,4,7
0.01:45:54.935,25,0,5
0.01:45:56.072,25,0,5
0.01:45:57.209,24,997,-3,0
0.01:45:58.346,25,001,1,5
0.01:45:59.498,25,002,2,7
0.01:46:00.635,25,002,2,6
0.01:46:01.772,25,003,3,9
0.01:46:02.909,25,0,5
0.01:46:04.062,25,001,1,4
0.01:46:05.199,24,998,-2,7
0.01:46:06.335,25,0,7
0.01:46:07.472,25,004,4,9
0.01:46:08.625,25,001,1,7
0.01:46:09.762,25,002,2,6
0.01:46:10.899,24,999,-1,5
0.01:46:12.052,25,002,2,7
0.01:46:13.189,25,003,3,8
0.01:46:14.325,24,999,-1,5
0.01:46:15.462,24,999,-1,7
0.01:46:16.615,25,004,4,10
0.01:46:17.752,25,001,1,10
0.01:46:18.889,25,003,3,10
0.01:46:20.026,25,003,3,5
0.01:46:21.179,25,005,5,16
0.01:46:22.315,25,002,2,11
0.01:46:23.452,25,003,3,15
0.01:46:24.589,25,006,6,20
0.01:46:25.742,25,006,6,21
0.01:46:26.879,25,005,5,18
0.01:46:28.016,25,002,2,20
0.01:46:29.153,25,0,20
0.01:46:30.305,25,003,3,14
0.01:46:31.442,25,003,3,21
0.01:46:32.579,25,003,3,19
0.01:46:33.716,25,002,2,18
0.01:46:34.869,25,002,2,19
0.01:46:36.006,25,002,2,17
0.01:46:37.143,24,996,-4,17
0.01:46:38.279,24,998,-2,20
0.01:46:39.432,25,003,3,21
0.01:46:40.569,25,006,6,26
0.01:46:41.706,25,004,4,24
0.01:46:42.859,25,003,3,24
0.01:46:43.996,24,997,-3,19
0.01:46:45.133,24,998,-2,22
0.01:46:46.269,25,001,1,21
0.01:46:47.422,24,999,-1,19
0.01:46:48.559,24,998,-2,21
0.01:46:49.696,24,997,-3,17
0.01:46:50.832,24,998,-2,15
0.01:46:51.985,24,998,-2,16
0.01:46:53.123,25,001,1,21
0.01:46:54.258,24,998,-2,14
0.01:46:55.396,24,998,-2,15
0.01:46:56.549,24,997,-3,15
0.01:46:57.685,24,999,-1,16
0.01:46:58.822,24,997,-3,17
0.01:46:59.959,24,997,-3,11
0.01:47:01.112,24,996,-4,9
0.01:47:02.249,24,997,-3,12
0.01:47:03.386,24,996,-4,10
0.01:47:04.523,24,998,-2,15
0.01:47:05.676,25,0,17
0.01:47:06.813,25,0,17
0.01:47:07.950,25,002,2,16
0.01:47:09.085,25,002,2,20
0.01:47:10.238,25,004,4,22
0.01:47:11.375,25,002,2,22
0.01:47:12.512,25,001,1,20
0.01:47:13.649,25,001,1,21
0.01:47:14.802,25,001,1,21
0.01:47:15.938,25,004,4,24
0.01:47:17.075,25,001,1,21
0.01:47:18.212,24,998,-2,12
0.01:47:19.365,25,0,22
0.01:47:20.502,25,002,2,22
0.01:47:21.639,24,997,-3,18
0.01:47:22.776,24,995,-5,18
0.01:47:23.928,25,0,20
0.01:47:25.065,24,998,-2,10
0.01:47:26.202,24,996,-4,13
0.01:47:27.339,24,998,-2,17
0.01:47:28.492,24,999,-1,15
0.01:47:29.629,25,001,1,13
0.01:47:30.765,25,0,21
0.01:47:31.918,25,0,16
0.01:47:33.055,25,0,18
0.01:47:34.192,25,005,5,23
0.01:47:35.329,25,0,19
0.01:47:36.482,25,001,1,18
0.01:47:37.619,24,999,-1,23
0.01:47:38.755,25,001,1,22
0.01:47:39.892,24,998,-2,17
0.01:47:41.045,25,0,22
0.01:47:42.182,25,0,18
0.01:47:43.319,25,001,1,21
0.01:47:44.456,25,001,1,23
0.01:47:45.609,24,997,-3,19
0.01:47:46.745,24,999,-1,21
0.01:47:47.882,24,998,-2,21
0.01:47:49.019,25,002,2,18
0.01:47:50.172,25,0,22
0.01:47:51.309,25,0,20
0.01:47:52.446,24,999,-1,22
0.01:47:53.583,25,002,2,25
0.01:47:54.735,25,0,22
0.01:47:55.872,25,001,1,22
0.01:47:57.009,25,0,22
0.01:47:58.146,25,001,1,22
0.01:47:59.299,24,998,-2,18
0.01:48:00.436,25,0,20
0.01:48:01.573,24,999,-1,20
0.01:48:02.709,25,0,21
0.01:48:03.862,25,002,2,21
0.01:48:04.999,25,002,2,25
0.01:48:06.136,25,002,2,25
0.01:48:07.273,25,001,1,20
0.01:48:08.426,25,001,1,23
0.01:48:09.563,25,0,17
0.01:48:10.699,24,999,-1,19
0.01:48:11.836,24,999,-1,18
0.01:48:12.989,24,997,-3,23
0.01:48:14.126,25,0,20
0.01:48:15.263,25,002,2,20
0.01:48:16.416,25,002,2,22
0.01:48:17.585,25,003,3,24
0.01:48:18.721,25,003,3,25
0.01:48:19.858,25,003,3,26
0.01:48:20.995,25,003,3,26
0.01:48:22.148,25,0,22
0.01:48:23.285,25,003,3,29
0.01:48:24.422,25,003,3,24
0.01:48:25.559,25,003,3,30
0.01:48:26.711,25,004,4,30
0.01:48:27.848,25,004,4,27
0.01:48:28.984,25,001,1,28
0.01:48:30.122,25,003,3,31
0.01:48:31.275,24,996,-4,29
0.01:48:32.412,25,001,1,27
0.01:48:33.549,25,002,2,30
0.01:48:34.700,25,001,1,30
0.01:48:35.837,24,998,-2,22
0.01:48:36.975,25,0,26
0.01:48:38.111,24,998,-2,24
0.01:48:39.265,25,0,25
0.01:48:40.402,25,001,1,27
0.01:48:41.538,24,999,-1,21
0.01:48:42.674,24,997,-3,26
0.01:48:43.828,24,997,-3,22
0.01:48:44.996,24,997,-3,18
0.01:48:46.133,24,998,-2,13
0.01:48:47.270,24,996,-4,20
0.01:48:48.407,24,997,-3,19
0.01:48:49.560,24,994,-6,12
0.01:48:50.696,24,995,-5,13
0.01:48:51.833,24,997,-3,13
0.01:48:52.970,24,996,-4,13
0.01:48:54.123,24,999,-1,17
0.01:48:55.260,24,994,-6,14
0.01:48:56.397,24,997,-3,17
0.01:48:57.534,25,001,1,12
0.01:48:58.686,25,0,20
0.01:48:59.823,25,001,1,8
0.01:49:00.960,25,0,18
0.01:49:02.113,25,002,2,18
0.01:49:03.250,25,002,2,21
0.01:49:04.387,25,003,3,20
0.01:49:05.524,24,999,-1,19
0.01:49:06.676,25,001,1,19
0.01:49:07.813,25,001,1,21
0.01:49:08.950,24,996,-4,11
0.01:49:10.087,25,004,4,23
0.01:49:11.240,25,003,3,21
0.01:49:12.377,24,999,-1,21
0.01:49:13.514,24,995,-5,10
0.01:49:14.650,25,004,4,23
0.01:49:15.803,25,003,3,17
0.01:49:16.940,25,001,1,18
0.01:49:18.077,25,0,15
0.01:49:19.214,25,001,1,19
0.01:49:20.367,25,003,3,25
0.01:49:21.504,25,002,2,22
0.01:49:22.640,25,002,2,19
0.01:49:23.777,25,003,3,22
0.01:49:24.930,25,002,2,23
0.01:49:26.067,25,001,1,20
0.01:49:27.204,24,999,-1,17
0.01:49:28.341,25,0,18
0.01:49:29.493,25,002,2,25
0.01:49:30.630,25,0,21
0.01:49:31.767,25,0,22
0.01:49:32.904,24,999,-1,20
0.01:49:34.057,24,998,-2,18
0.01:49:35.194,25,001,1,22
0.01:49:36.331,24,998,-2,18
0.01:49:37.467,25,001,1,22
0.01:49:38.620,25,0,21
0.01:49:39.757,24,996,-4,17
0.01:49:40.894,24,999,-1,19
0.01:49:42.031,25,001,1,21
0.01:49:43.184,25,001,1,20
0.01:49:44.321,25,002,2,22
0.01:49:45.457,25,0,21
0.01:49:46.594,25,002,2,23
0.01:49:47.747,25,002,2,24
0.01:49:48.884,25,002,2,24
0.01:49:50.021,25,001,1,25
0.01:49:51.158,25,002,2,26
0.01:49:52.310,25,001,1,23
0.01:49:53.447,25,002,2,26
0.01:49:54.584,24,997,-3,22
0.01:49:55.721,25,0,18
0.01:49:56.874,24,995,-5,19
0.01:49:58.010,24,995,-5,12
0.01:49:59.147,24,994,-6,10
0.01:50:00.284,24,991,-9,6
0.01:50:01.437,24,997,-3,10
0.01:50:02.574,24,997,-3,11
0.01:50:03.711,24,999,-1,13
0.01:50:04.863,24,997,-3,9
0.01:50:06.000,24,997,-3,8
0.01:50:07.138,24,999,-1,7
0.01:50:08.274,24,992,-8,9
0.01:50:09.427,24,997,-3,5
0.01:50:10.563,25,0,7
0.01:50:11.700,24,998,-2,6
0.01:50:12.837,24,998,-2,4
0.01:50:13.990,24,999,-1,9
0.01:50:15.127,24,996,-4,4
0.01:50:16.264,25,0,7
0.01:50:17.400,25,0,5
0.01:50:18.554,25,001,1,7
0.01:50:19.690,24,998,-2,2
0.01:50:20.827,25,0,7
0.01:50:21.964,25,0,5
0.01:50:23.117,25,001,1,7
0.01:50:24.254,24,999,-1,2
0.01:50:25.390,25,001,1,2
0.01:50:26.527,24,998,-2,6
0.01:50:27.680,24,998,-2,3
0.01:50:28.817,25,001,1,5
0.01:50:29.954,25,001,1,6
0.01:50:31.107,24,998,-2,2
0.01:50:32.244,25,003,3,8
0.01:50:33.380,25,003,3,11
0.01:50:34.517,25,001,1,7
0.01:50:35.670,25,001,1,6
0.01:50:36.807,25,0,7
0.01:50:37.944,25,0,5
0.01:50:39.081,24,998,-2,2
0.01:50:40.233,25,003,3,8
0.01:50:41.370,25,002,2,4
0.01:50:42.507,24,999,-1,3
0.01:50:43.644,25,0,4
0.01:50:44.797,25,0,5
0.01:50:45.934,25,001,1,2
0.01:50:47.071,24,999,-1,2
0.01:50:48.208,24,998,-2,3
0.01:50:49.361,24,998,-2,1
0.01:50:50.497,24,996,-4,0
0.01:50:51.634,24,995,-5,0
0.01:50:52.771,24,998,-2,0
0.01:50:53.924,24,999,-1,1
0.01:50:55.061,24,997,-3,0
0.01:50:56.197,25,001,1,3
0.01:50:57.334,25,0,3
0.01:50:58.487,25,0,4
0.01:50:59.624,25,001,1,0
0.01:51:00.761,25,003,3,0
0.01:51:01.898,25,003,3,6
0.01:51:03.051,25,0,4
0.01:51:04.187,24,999,-1,1
0.01:51:05.324,24,997,-3,0
0.01:51:06.461,24,996,-4,0
0.01:51:07.614,25,001,1,1
0.01:51:08.751,25,002,2,3
0.01:51:09.888,25,004,4,5
0.01:51:11.025,25,003,3,4
0.01:51:12.177,25,002,2,2
0.01:51:13.314,24,999,-1,1
0.01:51:14.451,25,0,1
0.01:51:15.588,24,998,-2,5
0.01:51:16.741,25,0,4
0.01:51:17.878,25,003,3,3
0.01:51:19.015,25,0,0
0.01:51:20.167,25,001,1,0
0.01:51:21.304,24,999,-1,1
0.01:51:22.441,25,001,1,2
0.01:51:23.578,24,999,-1,1
0.01:51:24.731,24,999,-1,1
0.01:51:25.867,25,002,2,2
0.01:51:27.004,24,996,-4,0
0.01:51:28.141,25,0,4
0.01:51:29.294,24,997,-3,1
0.01:51:30.431,25,004,4,6
0.01:51:31.568,25,002,2,5
0.01:51:32.705,25,0,3
0.01:51:33.857,25,002,2,1
0.01:51:34.994,24,998,-2,1
0.01:51:36.130,24,999,-1,5
0.01:51:37.268,25,001,1,4
0.01:51:38.420,24,997,-3,1
0.01:51:39.558,24,999,-1,2
0.01:51:40.693,24,998,-2,0
0.01:51:41.846,24,999,-1,1
0.01:51:42.983,25,001,1,3
0.01:51:44.120,25,0,1
0.01:51:45.257,25,001,1,6
0.01:51:46.411,25,002,2,5
0.01:51:47.579,25,004,4,7
0.01:51:48.716,24,999,-1,2
0.01:51:49.852,25,003,3,6
0.01:51:51.005,24,999,-1,3
0.01:51:52.142,24,999,-1,3
0.01:51:53.279,25,001,1,1
0.01:51:54.415,24,995,-5,1
0.01:51:55.568,24,997,-3,2
0.01:51:56.705,24,999,-1,3
0.01:51:57.842,24,998,-2,2
0.01:51:58.995,24,998,-2,0
0.01:52:00.132,24,998,-2,2
0.01:52:01.268,24,999,-1,1
0.01:52:02.406,25,0,2
0.01:52:03.558,24,997,-3,1
0.01:52:04.695,25,001,1,2
0.01:52:05.832,24,996,-4,0
0.01:52:06.969,24,997,-3,0
0.01:52:08.121,24,997,-3,0
0.01:52:09.290,25,0,0
0.01:52:10.427,24,998,-2,1
0.01:52:11.564,25,001,1,0
0.01:52:12.717,24,999,-1,0
0.01:52:13.854,25,0,0
0.01:52:14.991,25,0,0
0.01:52:16.128,24,997,-3,0
0.01:52:17.280,24,998,-2,1
0.01:52:18.417,24,998,-2,0
0.01:52:19.554,24,998,-2,0
0.01:52:20.691,24,998,-2,0
0.01:52:21.844,25,001,1,0
0.01:52:22.981,25,0,1
0.01:52:24.117,25,002,2,0
0.01:52:25.254,24,996,-4,0
0.01:52:26.409,24,997,-3,0
0.01:52:27.544,25,004,4,0
0.01:52:28.681,25,0,0
0.01:52:29.834,25,002,2,1
0.01:52:30.971,24,995,-5,0
0.01:52:32.108,25,002,2,1
0.01:52:33.244,25,003,3,1
0.01:52:34.398,25,004,4,1
0.01:52:35.534,25,003,3,0
0.01:52:36.671,25,004,4,3
0.01:52:37.808,25,003,3,3
0.01:52:38.961,25,002,2,0
0.01:52:40.097,24,999,-1,0
0.01:52:41.234,24,999,-1,0
0.01:52:42.371,24,996,-4,0
0.01:52:43.524,24,992,-8,0
0.01:52:44.661,25,0,0
0.01:52:45.798,24,998,-2,0
0.01:52:46.951,24,996,-4,0
0.01:52:48.087,24,997,-3,0
